gengxin,id,title,zuozhe
07-21,300159,"此股有风险
","
郭大洋
"
07-20,300159,"一托股份才是龙头
","
AA午夜阳光AA
"
07-18,300159,"我发过贴说创业板到头了(7月8日下午3点多刚收盘),并称这轮创业板指数会到12
","
健康和美
"
07-18,300159,"本无庄家
","
没事就打豆豆
"
07-15,300159,"传言:重大事项未公告
","
城阙123
"
07-15,300159,"有量才可以买,不要听人忽悠。
","
独孤韭菜oO
"
07-14,300159,"别的股票在拉升,这支股在出货,有意思。
","
坎通纳1966
"
07-11,300159,国务院批准新疆设立霍尔果斯市 霍尔果斯市概念股,"
午后么么茶
"
07-11,300159,"新赛股份在霍尔果斯口岸有铁路!
","
YY政客仇
"
07-10,300159,"否极泰来
","
非九日寒
"
07-09,300159,"中报预增啊,呵呵,明天高开可以出货了。
","
香港黑帮
"
07-09,300159,"新研股份:2014年半年度业绩预告
","
伊小末
"
07-09,300159,"后市裸奔
","
kahnlin
"
07-09,300159,"跌破6.8,就好看了
","
思想工作1
"
07-08,300159,"宏观分析
","
龙卷风1998
"
07-04,300159,"看看300028,就知道后面的走势了
","
是一种交易
"
07-04,300159,"憧提此票将会有很好的介入机会刎
","
严重经济问题
"
07-03,300159,"靓畿如何操作才能赚得更大利润遑
","
时代的压抑
"
07-03,300159,"复权70多元的股,原始股3亿多,不卖的正傻仔。
","
齐风魏语
"
07-02,300159,"特新消息内幕,重组可期,业绩大提升股,帏暴的诋
","
注意沪指
"
07-01,300159,"横盘2月之久,该有动作了罢
","
友情告白
"
07-01,300159,"敞液高管所持黑马特大推荐羼
","
一番肝火
"
06-27,300159,"创业板本周强劲反弹创前期新高,新研还创了历史新低低低。
","
可算个明白人
"
06-27,300159,"300333解禁了人家帮助拉高套现才牛,新疆新研老总低位还熊套现
","
灵感奇袭
"
06-27,300159,"月线放量下跌,下个月必有新低。不必急于一时(欢迎拍砖!)
","
peixin6
"
06-26,300159,"癖羚主力意向分享分析殴
","
牛X白哉
"
06-26,300159,"从新研走势看,基金公司在跑路,散户为主,后期是漫长整理过程!个人观点,欢迎大家讨
","
历史的评价
"
06-26,300159,"蚵鹈刚刚推出,最新利好资讯没看后悔一生茺
","
实战风云
"
06-26,300159,"新研股份:中高端农机领军企业
","
潜在意思
"
06-26,300159,"上半年内地业务大幅增长前景看好
","
清新宸宸
"
06-26,300159,"业绩略有波动,前景依旧看好
","
惯看红魔
"
06-26,300159,"周王减持原因
","
斧凿
"
06-26,300159,"新疆盛产棉花,为何新研不生产棉花收获机
","
大家都去看电
"
06-26,300159,"农业机械助力保证口粮夏粮丰收
","
周围大妈们
"
06-25,300159,"苕锆利好巨大公告晚间推出玳
","
巨幅减仓
"
06-25,300159,"持有新研股份的股友可关注今晚9点55份CCTV2《财经对话评论》:机械化带来大农业!
","
前线的军长
"
06-24,300159,"盘口语言,犬庄16要溜,割了换股!中报定不如人意。
","
初步调查
"
06-24,300159,"农业机械利润太低,近5年发展这么猛赚大钱的没有一个。
","
无极在线
"
06-23,300159,"本人认为新研股份有某个神秘的控盘集团?
","
山寨高手
"
06-23,300159,"不是愧是第一操盘手。
","
尒恺
"
06-23,300159,"7.14元走了2/3,逢高后再抛掉剩下的部分,没有大前途的公司。
","
经济与阴谋
"
06-23,300159,"发新圈钱解禁套现,亿万股民的血汗钱输送成就了多少亿万高管富豪。这就是哀股。
","
失眠久久
"
06-20,300159,"新疆新研是这两天两市走得最好的股股票,是周总套现300万股的原因吗
","
声泪俱下
"
06-20,300159,"这票没戏
","
财经灰太狼
"
06-20,300159,"求周、王二鬼减持真相
","
X海啸X
"
06-20,300159,"下跌领头羊,直奔467
","
生产整
"
06-20,300159,"玉米价格企稳后连续回升
","
苊赖小葱宝贝
"
06-19,300159,"每年百万采棉大军进新疆
","
漫画鱼
"
06-19,300159,"农地流转,集中种植,还有支持新疆,必定利好
","
cdzbmy
"
06-19,300159,"机会悄悄来临
","
有功之人
"
06-19,300159,"打回老家去,哈哈,逆回购还不错。
","
爱我所爱890
"
06-19,300159,"想出货,赶紧。吹牛没用
","
上山打鱼
"
06-18,300159,"7元以下满仓!
","
清算和反省
"
06-17,300159,"榕基软件让你蒙休了,
","
悦悦别走
"
06-17,300159,"废物们,骂我不要紧,看看涨了吗?呵呵
","
黄金眼镜蛇
"
06-17,300159,"盘口密码52,证明利好马上兑现,即将停盘。
","
匪夷所思1983
"
06-17,300159,"52是什么盘面语言?
","
AA午夜阳光AA
"
06-17,300159,"横有多长,竖有多高
","
云之一翼
"
06-16,300159,"新研股份的技术分析
","
报仇的日子
"
06-16,300159,"欢迎众多股民提出您的见解
","
借你温暖
"
06-16,300159,"新研股份近期有一波小反弹
","
胡秉静
"
06-13,300159,"辩证看待大股东减持
","
非九日寒
"
06-13,300159,"农业股回调到位,近期将迎来反弹
","
子怡百合
"
06-13,300159,"今天又买了新研
","
美利坚海盗
"
06-13,300159,"新研股份获招行综合授信额度1.2亿元
","
惯看红魔
"
06-13,300159,"新研股份:关于获得银行授信额度的公告
","
伊小末
"
06-11,300159,"买卖波澜不惊,有人无聊玩起了数字游戏!这是194!
","
小三伞
"
06-11,300159,"买卖波澜不惊,有人无聊玩起了数字游戏!这是188!
","
天狼一号
"
06-11,300159,"300159的逆反
","
两个联赛冠军
"
06-10,300159,"新研股份:第二届董事会第十二次会议决议公告
","
一营一连
"
06-10,300159,三类股受益定向降准,"
小报告
"
06-09,300159,"跌停进货
","
极品咕噜
"
06-07,300159,"小麦收获时节,新研有卖一台没?
","
不正当欲望
"
06-06,300159,"无量下跌,主力护盘
","
今日大盘分析
"
06-06,300159,"请珍惜手中的筹码,并正确看待300275新研股份控股股东的减持。
","
恶魔的连营
"
06-05,300159,天士力大健康产业布局拉开序幕,"
火星股友
"
06-05,300159,"[为海上丝绸之路做奉献]002110三钢闽光两市唯一盈利特种钢龙头可炒市值4亿
","
聪明大帅哥
"
06-05,300159,"被套的散户太多了,我们亏的钱都进高管口袋了。
","
流浪的拉兹
"
06-04,300159,"今天又是低谷,主力太无能
","
幻幻小宇
"
06-04,300159,"没见过这么无耻的
","
舞动奇迹3
"
06-04,300159,"好家伙,实际控制人大幅减持
","
巴斯比宝贝
"
06-03,300159,"这个有用吗??大家看看
","
很辛苦
"
06-03,300159,"鸟比的股,主力货
","
我一介草民
"
06-03,300159,"新研股份,主力异动
","
浪花花朵
"
06-03,300159,"天量见天价,横一年,竖一年
","
一阵沮丧
"
06-03,300159,"泽西走了哦
","
woxiaole1314
"
05-30,300159,"填权行情有可能开始
","
树荫下的猫咪
"
05-30,300159,"新研股份(300159)大宗交易数据一览(5/30)
","
不违反公认原
"
05-30,300159,"目前走势,难道庄家会有新的动作?
","
peixin6
"
05-30,300159,"新研股份V型反转看关键压力一点,三维度把握投资蓝海
","
非常靠谱
"
05-30,300159,"没出息的几个大户老庄今天连短裤都出掉了!
","
永远地圈禁
"
05-29,300159,"新研的年收入才5.7亿,而市值却高达30亿左右。
","
得理也饶人
"
05-29,300159,"新研股份(300159)大宗交易数据一览(5/29)
","
浙卫中国蓝海
"
05-29,300159,"新研股份今天冲击8.8元立贴为证
","
熊样2011
"
04-17,000768,17..55果断出仓5成，浑身轻松！坐等中航废机打脸！尾盘见！,"
财友aiwwcdwg
"
04-17,000768,因为你、错过了全世界！致：中航废机,"
财友ctowyneb
"
04-17,000768,打盘开始下杀，中航废机要开始领跌全宇宙了！,"
我的野蛮驴友
"
03-28,000768,韭菜们，还想听故事吗？后面还多着呢！,"
财友iigwvivn
"
03-28,000768,垃圾永远是垃圾,"
财友iaytdelx
"
05-28,300159,抄底良机---王亚伟“三破”股里寻金：,"
火星股友
"
05-27,300159,"今天有加仓的吗?看看还有没有和我一样坚定的人
","
YY省人大主任
"
05-27,300159,敦煌种业(600354.sh):公司年产各类农作物种,"
火星股友
"
03-28,000768,这个票应该很少人赚钱吧，怎么卖的那么多？,"
财友星驰
"
03-26,000768,庄说了，不把筹码都交出来，就不停地玩你们！,"
阳宛白
"
03-26,000768,17.86 建仓，长期持有，到十月了再看,"
cs-ak-47
"
03-21,000768,资金不够,"
韭菜_3bj
"
03-19,000768,大盘好,"
韭菜_3bj
"
05-27,300159,"新疆板块火箭开始发射了,恭贺了!
","
投机客87
"
05-27,300159,筑底已经完成，已逐步开始增仓。,"
hwlxxfb
"
05-27,300159,"新疆农村一户家庭一年采棉收入才一万元,很贫穷。如果使用新研采棉机,收入将大幅增加
","
长征路上1
"
05-16,300159,"7块多钱的新研股份,就是砂砾套金。
","
久违的纯真
"
05-16,300159,"垃圾公司
","
玉米味布丁19
"
05-15,300159,"重点推介几分前好消息出来了,请密切关注芘童袒
","
甄愚人
"
05-15,300159,"把握住此消息公告,将会破产强中自
","
书乡中国
"
05-14,300159,"持股必看该股五分钟前刚刚收到重大利好消息,组股据说皖酒集团正在
","
大牙一刀
"
05-14,300159,"罗杰斯:短期内不会卖掉所持中国股票关注农业领域关注农机龙头--新研股份
","
举措将很快
"
05-13,300159,"教你如何把握住关键点位,云看看业绩亏损竟
","
水晶芒果
"
05-12,300159,"新研股份东扩西进占领市场腹地
","
哀怨滴双眸
"
05-11,300159,"超绝!如何利用黑股赚钱,快大启动了也
","
安加特
"
05-11,300159,"一季度报表显示。散户增加50%。公募私募跑路了。高管在陆续减持。
","
自我冲突
"
05-10,300159,"新研一季度散户数增加了4千多人,几个原始股东却一直在逢高减持。
","
情谊两心坚
"
05-09,300159,"洗洗更健康
","
zwc8708
"
05-09,300159,"同是新疆股,看看人家新疆城建。。。
","
努力二倍
"
05-09,300159,"创业版才跌1.9%,159就跌3.42%
","
奇丐股道
"
05-09,300159,"今天7.41元成功买进30000股新研股份,国家养命钱社保金都进来了,还怕啥?一个字买!
","
棋落无声
"
05-08,300159,"300159丝绸之路概念股
","
一万到百万
"
05-08,300159,"恼羞成怒的原始股东开始砸盘了
","
睡鲜鲜
"
05-08,300159,"新研股份后期趋势如何把握,且看贴!
","
智波萧峰
"
05-08,300159,"止跌都谈不上,有什么未来
","
天使们的轨迹
"
05-07,300159,"一个老股民的吐血忠告:千万不要买这个股阿!!!
","
的确比较良
"
05-05,300159,"农业机械最景气的时间已经过去了???
","
GOGOGO2M
"
05-05,300159,"没机会了
","
凌波仙羽
"
04-28,300159,"300159老生常谈,知行合一难
","
理财003
"
04-28,300159,"300159患上IPO恐惧症市场两大利空将出尽
","
YY政客仇
"
04-28,300159,"[300159的这些内幕你有所不知!
","
1生1世
"
04-28,300159,"300159]揭秘涨停板:高送转概念逆势遭爆炒两并购重组股涨停
","
黑洞007
"
04-28,300159,"揭秘涨停板:高送转概念逆势遭爆炒两并购重组股涨停
","
杯具封号
"
04-28,300159,"贪婪正是股市投资之大忌
","
粉猪猪201012
"
04-25,300159,"上面套牢了几座大山,股价往上空间没有只有掉头往下。
","
曼联的九
"
04-25,300159,"压盘吸货,看谁耗得起!
","
若心灯
"
04-24,300159,"这支股似乎没庄家,如有必傻,否则与别的股相比是另类,不知道护盘。
","
自由永远开
"
04-24,300159,"别人送股填权
","
秋风落叶舞春
"
04-24,300159,"破位了割
","
中年人a
"
04-23,300159,"大底已确认,突破此价位,将天梯上涨,
","
登记员
"
04-22,300159,"新疆猛股,农业科技,10送10
","
钱与千寻
"
04-20,300159,"生产淡季业绩保持稳健增长
","
刚爷你好牛
"
04-20,300159,"逢低买入,立帖为证。
","
连过23人
"
04-18,300159,"能不能涨反正挺能掉
","
不是编辑
"
04-18,300159,"这股票太瘟了,走吧,没什么好留恋的
","
一脚油
"
04-18,300159,"农业大国机械化,10送10,前途无量
","
还在处理中
"
04-18,300159,"没头苍蝇
","
波段红牛
"
04-18,300159,"2014年一季报十大股东变化情况
","
蓝黑的魂
"
04-18,300159,"恶心
","
谨慎追涨
"
04-18,300159,"新研股份一季度净利增12%营收增约两成
","
中国小散们
"
04-17,300159,"新研股份一季度净利增12%综合毛利降低
","
一部法国电影
"
04-17,300159,"新研股份:2014年第一季度报告全文
","
AA午夜阳光AA
"
04-17,300159,国务院表态力挺三农腾飞 16相关股机遇无限,"
实习大叔
"
04-16,300159,"股吧大秘密
","
半壁河
"
04-16,300159,"波段操作?
","
内陆飞鱼
"
04-15,300159,"新研股份10转10派2元23日除权除息
","
地产项目
"
04-15,300159,"新研股份后市这竟然就是即将要面对的
","
等他自己给
"
04-14,300159,"点评:4月18号就要出季报和送转时间了
","
红色砖瓦
"
04-14,300159,"大盘分水岭2146点
","
冷血左手
"
04-11,300159,"相信价值投资,相信我!
","
持续上涨2011
"
04-11,300159,"中青宝发布2015年金牌旅游线路:古丝绸之路双(新研牌拖拉)机十日游,全价八
","
国王杯决赛
"
04-11,300159,"巴西玉米大量出口天国,估计要等到天国蝗虫饿绝种才会暂停进口。
","
都憋着
"
04-11,300159,"量起不来就没戏!请问大家一季度报告什么时候出?
","
点鬼的蜡烛
"
04-11,300159,"新研股份吧、要判断什么股票值得补,什么股票不值得补,不可盲目补进的股票有四类:
","
木木的头
"
04-10,300159,"好股
","
八盒猜想
"
04-09,300159,"《大盘蓝筹T+0中信证券600030引领券商领涨大盘反转》
","
冰山妹妹
"
04-08,300159,"新研股份2014年转股派现股权登记日是哪天?
","
武侠沧海
"
04-08,300159,"看了近期的走势,为庄感叹:原来坐庄真的不容易呀!
","
国际商品
"
04-03,300159,"股权登记日
","
龙套生涯
"
04-03,300159,"中国基金真厉害
","
狂炒股
"
04-03,300159,"泽熙4季度踏准重组节奏布局9股
","
豌豆射手
"
04-02,300159,"新研股份:2013年度股东大会决议公告
","
痛痛快快
"
04-02,300159,"冲着徐翔来的,冲着新疆股来的,结果太软蛋了
","
拉登的魂
"
04-01,300159,"▇600242▇舟山航运龙头+双港口+14亿全流通市值迷你自贸区概念
","
凌晨还更新
"
04-01,300159,"明天大会
","
没有改善
"
03-31,300159,"震荡横盘,走势解析,大家必须
","
十万哥
"
03-31,300159,"此股特大的悬念公告,锡尚德太阳能电
","
FVCH1234
"
03-31,300159,"只要反弹,就是卖出良机!覆巢之下没有完卵!创业板破位已成事实!后面还有更凶的下
","
窗外又飞雪
"
03-30,300159,"当前操作必须要看清楚,不会被重组赶紧
","
第一部分
"
03-29,300159,"新研股份有并购吗?
","
浪头镇
"
03-28,300159,"创业板的下跌才刚刚开始,今年跌不到500点,也会跌到900点
","
第二男主角
"
03-28,300159,"这股票,我又来了。16.58讨个好彩头。
","
风暴预警
"
03-28,300159,"提醒,16块5还不是底,有看过我的发贴就知道了
","
诅咒剑士
"
03-28,300159,"小心,这么多庄托,骗子手
","
轻狂紫枫
"
03-28,300159,"新研股份:这样的波动,是怎么了?
","
单纯和干净
"
03-27,300159,"[传闻求证]新研股份开发农机方面机器人?
","
无双抄底
"
03-27,300159,"美国股市8年内7000家公司退市(中国8年新进)
","
dulaii
"
03-27,300159,"国六条?只进不出的垃圾圈钱股市,国一万条也没用!
","
瞻望过去
"
03-27,300159,"耐心,提醒过大家到17,现再次提醒,破17是趋势,在16元附近放心做多。
","
人生浮云
"
03-27,300159,"最近唱多的贴很多,要买或卖的多个心眼。
","
妙可言的小鱼
"
03-27,300159,"调戏一下主控
","
天青语丝
"
03-27,300159,"我怀疑徐总悄悄的走了
","
伊雯姐
"
03-26,300159,"新研股份:中国民族证券有限责任公司关于公司2013年度持续督导期间跟踪报告
","
后街吧外交_
"
03-26,300159,"大宗交易
","
艰难抉择
"
03-26,300159,"拉高出了一天的的货,呵呵,有意思
","
企鹅戀葱
"
03-26,300159,"诱多的上影线,这段时间特多,出货进行时
","
小胖要减肥
"
03-26,300159,抄底良机---王亚伟“三破”股里寻金：,"
火星股友
"
03-26,300159,"上车了,要开涨了,起飞了。
","
血腥浪漫
"
03-26,300159,"总理说大力发展私募基金.
","
xiajiedek123
"
03-26,300159,"新研股份:产品出口工作目前在做规划
","
hancs6
"
03-25,300159,"新研股份——接下来最明智的操作策略!
","
有酒有醉
"
03-25,300159,"马上将迎来30%以上涨幅!
","
绿_淘淘
"
03-25,300159,"这不像徐想的风格啊
","
白云无心
"
03-25,300159,"赢不着,输不起的那些股民永远是狼嚎狗叫的嘴脸,和被人鱼肉的命运
","
心是很热的
"
03-25,300159,"昨天不是有人得意冲进,怎么不说话?
","
笑看涨跌GG
"
03-25,300159,"趋势分析
","
下雨d天
"
03-25,300159,"這麽好的股票為什麼不漲反跌啊?
","
今日新增
"
03-24,300159,"我走了,正如我悄悄地来
","
骑着单车去
"
03-24,300159,"昨新疆和田发生6级地震,祈祷…
","
shmily_yyy
"
03-24,300159,"这股票基金太多,没人愿意去抬轿。
","
361HAOHAO
"
03-22,300159,"还有救吗?
","
无限迷恋
"
03-21,300159,"14:44,1488手压单被买单吃掉,
","
名古屋女人
"
03-20,300159,"新研是创业板最次的!!!
","
情谊两心坚
"
03-20,300159,"真的没想到300159.局然要面对这样的问题需要警惕了!
","
笨笨ぁ悦寒
"
03-20,300159,"庄家拉高出货,这都看不懂?利好兑现!!别上当!
","
香港黑帮
"
03-20,300159,"庄家,拉高出货,散户送钱接货!
","
很散乱
"
03-19,300159,"气,止损完就开始拉升
","
真实故事
"
03-19,300159,"??股份17元转10季预增23%总盘1亿余收益0.65元
","
卤泥的雄心
"
03-19,300159,"大宗交易是机构的换仓?
","
199221ljy
"
03-19,300159,"牡丹江市经常卖出大宗交易的来源推测
","
纪小兰兰
"
03-19,300159,"利好出来是帮助出货的
","
前所未见
"
03-19,300159,"▇新研股份:正在酝酿做多行情,反攻行情一触即发。
","
第一剑客李白
"
03-19,300159,"私募大佬年报露踪迹徐翔出击6股
","
33老青蛙
"
03-18,300159,"好股呀,高送,有空间
","
频率加快
"
03-18,300159,"本人已清仓,你可以随便的涨停了
","
今昔草堂
"
03-18,300159,"大宗交易的股票给谁了?你知道吗?
","
硬币的两面a
"
03-18,300159,"怕怕有大宗减持我的小心脏呀。
","
喷P民爱骨头
"
03-18,300159,"今日头条:新研股份今天走势
","
汇报
"
03-18,300159,"高折价也难掩盖主力意图!
","
美利坚海盗
"
03-18,300159,"今天涨停板!!
","
自由活动
"
03-18,300159,"今天送大家一个涨停板!为什么?
","
冷霏雪
"
03-18,300159,"新研股份今年玉米机销量好于去年
","
涓涓清泉
"
03-17,300159,"看的明白的是赚钱,看不明白的是主力,又要跑吗
","
重要角色b
"
03-17,300159,"你应该进来看下,想知道持有多少仓位最好吗
","
小散人生
"
03-17,300159,"今天早盘把底仓都出完的原因--大宗交易,有完没完?
","
最好股民
"
03-17,300159,"大单成交是有股东或大户减持吗?不看好公司?
","
尒恺
"
03-17,300159,"新研股份(300159)大宗交易数据一览(3/17)
","
两个致命伤
"
03-17,300159,"“农业机械化”正向“机械化农业”转变
","
DirkKakeru
"
03-17,300159,"放量滞涨,还有数不清的大小非,先走为妙了
","
百万或是梦
"
03-17,300159,"可惜了早盘做差价的机会。下午在18.52减仓四分之一,做差价
","
没有台词
"
03-17,300159,"该涨不涨,跌!NMD!
","
香婆婆
"
03-17,300159,"(0159)主力跟进,此消息以被证实,本周操作应注意以下几点~
","
續冩
"
03-17,300159,"太多人看好就不会涨的
","
雯华无双
"
03-17,300159,"感谢主力今天早盘的拉高,先撤了
","
干部战士
"
03-17,300159,"本周这一步走错满月皆输!
","
毫子财经
"
03-17,300159,"(0159)节奏再看一点,本周小孩的生活费有着落了~
","
月夜空性
"
03-17,300159,"观察了3天,今天追进~
","
集体亮出五指
"
03-17,300159,"新研股份:所要把握的这个关键点一个不能少
","
peixin6
"
03-17,300159,"新研股份主力筹码不集中,不会大涨
","
火吧第一乖乖
"
03-17,300159,"疆外基地开建,持续增长可期
","
股市天天说
"
03-16,300159,"问公司会提前预披露13年度分配预案吗?
","
精灵狐娃
"
03-16,300159,"土地流转:加快我国农业规模化、机械化加速推进
","
葡萄没有架
"
03-15,300159,"形势转坏,不得已周一要把减持底仓的部分仓位
","
产生爱情
"
03-15,300159,"◇◇把概念拐交给庄家、潜伏小盘低价绩优龙头去!
","
大人物1
"
03-15,300159,"我的观点
","
hancs6
"
03-14,300159,"庄托出现,反转跌停在即
","
大智无定指
"
03-14,300159,"见好就收.
","
文化春天1
"
03-14,300159,"新研股份操作,可以闭眼了
","
以言治罪
"
03-14,300159,"大盘面临变盘
","
朋克小战士
"
03-14,300159,"主力你干嘛
","
为何叫陌上
"
03-14,300159,"中金公司出推荐报告!徐翔买入!这新研股份后市能怎么走啊?能不涨么?
","
97年的芒果粉
"
03-14,300159,"东北基地投入运营公司未来不排除实施产业并购
","
还没录像机
"
03-14,300159,"后市大涨!
","
单纯和干净
"
03-14,300159,"意志不坚定的就等着后悔吧
","
炎黄之剑
"
03-14,300159,"??追查“文件”叫停两公司虚拟信用卡产品!
","
幽冥小道
"
03-14,300159,"抢权了!除权后填满权!快抢啊!
","
黄埔九期
"
03-14,300159,"我把筹码挂涨停价上的!想要吗?要就去取!送给你。不然明天我挂更高
","
卡缪不疯
"
03-14,300159,"新研要发力了,目标28-32元
","
浪花花朵
"
03-14,300159,"探明16.5元以下有支持后,将有机会上攻19.5到20元一带的位置
","
胡一刀2011
"
03-13,300159,"从今天开始,暂时不再到处游击,开始蹲点这里
","
凌晨还更新
"
03-13,300159,"300024午盘视点——主力对无辜被杀受伤的股民进行补偿
","
七珠妹妹
"
03-13,300159,"??怎么办?这里专门收集挑选差的消息告诉你
","
失足正太
"
03-13,300159,"土地流转--引发农业机械黄金时代的开启
","
小小笨虎
"
03-13,300159,"长上影、长下影,让人如堕雾中不知方向时--真正的方向就在这时指示出来
","
作品不错
"
03-13,300159,"肺腑之言:奉劝原来在里面的主力要么自动下岗,要么不要搞对抗
","
结束的太晚
"
03-13,300159,"13日早盘向下“打吓”行动--跟风卖单不多
","
年仅二十一岁
"
03-13,300159,"高送转方案解读,原本下面只有一个蛋,再送一个。所以是两个蛋!这个道理你懂吗?不
","
产生爱情
"
03-13,300159,"对新研优质股今天荣登跌幅排行的思考
","
率部死守
"
03-13,300159,"重大利好消息:新研股份开发出新产品:包皮切割机!
","
以色列商人MA
"
03-13,300159,"在震荡形态快要终结的时候搞出那么可怕的走势
","
一直沉睡
"
03-13,300159,"这票可惜了
","
薇之水晶
"
03-13,300159,"大単、超大单还在出货,散户入货,结果自己看着办!
","
sanheyan
"
03-13,300159,"大小非狗股东们对该股一点信心都没有,机构更没有,散户怎么会有呢?
","
实战风云
"
03-13,300159,"上影.下影.影影而起
","
不掳
"
03-13,300159,"你懂的.我不懂
","
匪夷所思1983
"
03-13,300159,"塞外一绝.走的阴险.趋势向上.
","
昨日云端
"
03-13,300159,"风吹浪打.这个价值不值.今天主动买套
","
金金相析no
"
03-12,300159,"管不住手
","
雪糕女仔
"
03-12,300159,"2014年农机补贴标准,能看出什么?
","
炒股训练
"
03-12,300159,"今年中央财政安排12.8亿促农业产业化发展,注意龙头两个字
","
中期调整
"
03-12,300159,"玉米机业务高增长,疆外市场收入同比增幅达45%
","
都灵之巅
"
03-12,300159,"新研股份(300159)大宗交易数据一览(3/12)
","
yingluo0007
"
03-12,300159,"业绩快速增长,期待外延扩张获突破
","
自我冲突
"
03-12,300159,"此票虽然很好,但是大盘太差,覆巢之下焉有完卵啊
","
孤傲的风
"
03-12,300159,"经得起风浪.有彩虹
","
九月墨菊
"
03-12,300159,"潜心研究市场,不关心公司是做什么的。我只知道这个票会有连续涨停板
","
爱神ELS
"
03-12,300159,"谁敢在今天跳空缺口下方买点货?
","
可算个明白人
"
03-12,300159,"新研走势分析
","
孤竹本无心
"
03-12,300159,"基金重仓的票真狗啊
","
yuguantounp1
"
03-12,300159,"庄家出货赶紧跑
","
左右互搏1
"
03-12,300159,"卖的人太多了,借利好出货
","
风吹不冷
"
03-12,300159,"新研股份,利好消息。
","
xxwlyp
"
03-12,300159,"应对之策是不是该及时补进?
","
加非兔
"
10-23,000768,"关于中航飞机怠涨的最新分析!
","
反复叮嘱
"
10-23,000768,"今天刚发布的中航和股展互动,但是我想说再好的利好消息,对中航飞机来说没用。
","
江南闲人
"
10-23,000768,"传中国军工改革再曝重磅消息6股或重组
","
拒绝此片公映
"
10-23,000768,"中航飞机今后行情需要注意的几点
","
山寨高手
"
10-23,000768,"下周只要每天涨点就达到目的,然后又开始停盘
","
保持强势
"
10-23,000768,"股价即将与大飞机一起腾飞!
","
长牛行情
"
10-23,000768,"中航就不配做航空股
","
清波白石
"
10-23,000768,"中航飞机会怎么表现,重点在这
","
荆棘红
"
10-23,000768,"13.2才涨10%多不用怕的
","
让人感叹呀
"
10-23,000768,"公司拟以不低于13.21元/股价格
","
轻狂紫枫
"
10-23,000768,"越跌越买,不然亏大了!
","
吉牛
"
10-23,000768,"中航叫我怎么说爱你,
","
古鸽飛翔
"
10-23,000768,"人有气势,股有灵性
","
厄齐尔a
"
10-23,000768,"割肉出场才是正道,看股吧这么多唱好的时候,大家很应该明白了!!!醒醒吧
","
soya4312022
"
10-23,000768,"接入中航飞机的机构没给媒体及评论人士贿赂,所以媒体及评论人士有意打压中航,太可耻
","
还是我咬
"
10-23,000768,"卖出前5名都是机构专用,如何解释?
","
内容太繁冗
"
10-23,000768,"儍子和呆子将要浮出水面!
","
zjj10000
"
10-23,000768,"明日涨停,资金账户会发生什么变化(日日贴图)
","
远远滑去
"
10-23,000768,"增发,发给谁了?悬念?
","
个现在还有
"
10-23,000768,"感觉机构与游资是一伙的,联手出货,套牢小散!跌这么惨,股吧唱多的人还那么多,大家
","
1句安慰
"
10-22,000768,"中航飞机明天如若再跌5%,坚决买入1000万元,决不食言,坚决持有。
","
xue19870904
"
10-22,000768,"现在估计国内急需运-20约400架。请注意,是急需。
","
减肥15斤
"
10-22,000768,"中航飞机目前行情要注意的要点
","
茜茜公主之子
"
10-22,000768,"就是这支黑马,引擎整个军工持续活跃!
","
风云预测股市
"
10-22,000768,"今年最后上车的机会就在明天
","
经商2011
"
10-22,000768,"连续两天出货,今天还继续的话,就赶紧跑吧!看看周四如何
","
牛市尚未终结
"
10-22,000768,"现在喊跌的不是脑残就是别有用心,想想增发价13.21,锁3年不说多了吧10%的年
","
股海胖胖
"
10-22,000768,"给散户公开一个绝密
","
紫薇情玄
"
10-22,000768,"板上挂单了,希望能买到,目标50--60元之间,否则不会放手
","
不会水的鸭
"
10-22,000768,"中航飞机将有七千多万元进帐。是现金啊!
","
枯萎琴声
"
10-22,000768,"论重量.论体积.轮面积.论个头.
","
大人物1
"
10-22,000768,"拿着这票的可进这来→613563讨论后市分享p1
","
我保证不了
"
10-22,000768,"没有心脏,你能飞到哪儿去!
","
国际商品
"
10-22,000768,"中航飞机:明显的大趋势
","
一路狂蹦
"
10-22,000768,"定增价13.21元,为何定这么低现在股价17元多
","
山里来的人
"
10-22,000768,"中航飞机越跌我就越买,期待牛市来临!
","
米帝五月花
"
10-22,000768,"中航飞机:后面趋势怎样?
","
河西风雨
"
10-22,000768,"军需品5%毛利加成极大限制了盈利能力
","
巴塞罗那2011
"
10-22,000768,"中航飞机:主力机构高度控盘、筹码集中锁定,即将拉升
","
侠爱永恒
"
10-22,000768,"中航飞机将有几个亿的航空制造设备免费进帐,所以股价会连涨不断
","
闭花羞月
"
10-22,000768,"中航飞机的增发价格充分说明此股的资产注入已成定局!!!
","
哀怨滴双眸
"
10-22,000768,"机构先生,25元见!
","
伊雯姐
"
10-22,000768,"中信证券推荐中航飞机!
","
彩云飘过的日
"
10-22,000768,"此股必翻番,拿稳不要被震出来。
","
松竹电影
"
10-22,000768,"增发资金用途等相关事项因涉密暂不予以公开!
","
结束的太晚
"
10-22,000768,"中航飞机,已改为中航集团直接整合,目标100元!
","
江湖大鳄
"
10-22,000768,"中航飞机《普涨显阴谋,静看申购潮下翻空(》
","
强多了
"
10-22,000768,"西飞铝业与航空制造设备置换是最大大的利好!
","
笔亲小明
"
